INVOICEID,USERID,TYPE,RELID,DESCRIPTION,AMOUNT,DUEDATE,INVOICE_LABEL
989439,66024,Hosting,555798,Pro Business,7.49,01/03/2015 00:00:00,
990577,71339,Hosting,560875,Level 1 Dedicated Server (11/03/2015,36.89,11/03/2015 00:00:00,
990580,71397,Hosting,561445,Cloud Business Plus,7.99,11/03/2015 00:00:00,
990581,65916,Hosting,555719,Pro Ultima,14.95,11/03/2015 00:00:00,
990588,62532,Hosting,563328,Cloud Lite Plus,3.99,11/03/2015 00:00:00,
990598,65306,Hosting,555041,Pro Lite,3.49,11/03/2015 00:00:00,
990599,58773,Hosting,562332,Level 1 Dedicated Server,2.8,11/03/2015 00:00:00,
990599,58773,Hosting,562333,Level 1 Dedicated Server,2.8,11/03/2015 00:00:00,
990600,66496,Hosting,556322,Pro Lite,3.49,11/03/2015 00:00:00,
990601,64417,Hosting,554129,Pro Business,7.49,11/03/2015 00:00:00,
990603,73552,Hosting,562330,Cloud Lite Plus,3.99,11/03/2015 00:00:00,
987019,65416,Hosting,555171,Pro Business,7.49,09/02/2015 00:00:00,
987020,62635,Hosting,552757,Cloud Lite Plus,3.99,09/02/2015 00:00:00,
987029,62858,Hosting,25032,Pro Business,7.49,09/02/2015 00:00:00,
987013,69941,Hosting,559546,Cloud Lite Plus,3.99,02/02/2015 00:00:00,
987032,59614,Hosting,554528,Pro Ultima,149.95,09/02/2015 00:00:00,
987015,64180,Hosting,553831,Cloud Business Plus,16.99,08/02/2015 00:00:00,
988164,75543,Hosting,563824,Cloud Lite Plus,3.99,20/01/2015 00:00:00,
988170,61677,Hosting,563826,Cloud Lite Plus,3.99,20/01/2015 00:00:00,
988170,61677,PromoHosting,563826,Promotional Code: ,-0.35,20/01/2015 00:00:00,
988177,75547,Hosting,563829,Reseller Lite,0.5,20/01/2015 00:00:00,
988385,57887,Hosting,559430,Cloud VPS Option 2 PCS,65.95,20/02/2015 00:00:00,
988387,75547,Hosting,563829,Reseller Lite,0.5,20/02/2015 00:00:00,
988388,73931,Hosting,562624,Cloud Lite Plus,3.99,20/02/2015 00:00:00,
988391,75543,Hosting,563824,Cloud Lite Plus,3.99,20/02/2015 00:00:00,
988394,74613,Hosting,563139,Cloud Business Plus,7.99,20/02/2015 00:00:00,
988395,58196,Hosting,54302,Pro Business,7.49,20/02/2015 00:00:00,
988402,65338,Hosting,555069,Pro Business,7.49,20/02/2015 00:00:00,
988406,61677,Hosting,563826,Cloud Lite Plus,3.99,20/02/2015 00:00:00,
988406,61677,PromoHosting,563826,Promotional Code: ,-0.35,20/02/2015 00:00:00,
988410,70336,Hosting,560306,Cloud Lite Plus,3.99,20/02/2015 00:00:00,
988413,64587,Hosting,555067,Pro Business,7.49,20/02/2015 00:00:00,
989445,71920,Hosting,561098,Cloud Business Plus,7.99,01/03/2015 00:00:00,
989452,61491,Hosting,37659,Cloud Lite Plus,3.99,01/03/2015 00:00:00,
989456,62445,Hosting,554806,Pro Lite,3.49,01/03/2015 00:00:00,
989459,66868,Hosting,556775,Cloud Business Plus,7.99,01/03/2015 00:00:00,
989464,67396,Hosting,563199,Cloud VPS Option 2 PCS,61.95,01/03/2015 00:00:00,
989467,63837,Hosting,553409,Pro Business,7.49,01/03/2015 00:00:00,
989474,63856,Hosting,553913,Professional Hosting,6.95,01/03/2015 00:00:00,
989482,61677,Hosting,37144,R20 Bulk Hosting,33.95,01/03/2015 00:00:00,
989483,70546,Hosting,562441,Level 1 Dedicated Server,2.02,01/03/2015 00:00:00,
990608,69532,Hosting,559137,Cloud Lite Plus,3.99,11/03/2015 00:00:00,
990615,69261,Hosting,558885,Cloud Lite Plus,3.99,11/03/2015 00:00:00,
990660,67886,DomainTransfer,80216,Domain Transfer,19.95,09/02/2015 00:00:00,
987039,57865,Hosting,561660,Custom Virtual Server,0,09/02/2015 00:00:00,
987045,58248,Hosting,54423,Win Pro Hosting,7.95,09/02/2015 00:00:00,
989557,71339,Hosting,560646,Level 2 Dedicated Server (17/02/2015,118.99,17/02/2015 00:00:00,
989565,68244,Hosting,558026,Cloud Ultima,14.95,02/03/2015 00:00:00,
989571,62532,Hosting,562703,Cloud Lite Plus,3.99,02/03/2015 00:00:00,
989578,74345,Hosting,562931,Cloud Lite Plus,3.99,02/03/2015 00:00:00,
989579,71943,Hosting,561118,Cloud Lite Plus,3.99,02/03/2015 00:00:00,
989581,67436,Hosting,557228,Cloud Lite Plus,3.99,02/03/2015 00:00:00,
989594,72301,Hosting,561363,Cloud Lite Plus,3.99,02/03/2015 00:00:00,
989597,64500,Hosting,554218,Cloud Ultima,14.95,02/03/2015 00:00:00,
989599,58790,Hosting,554222,Win Eco Hosting,3.95,02/03/2015 00:00:00,
990698,58930,Hosting,559225,Cloud Server Payment,53.43,14/02/2015 00:00:00,
990699,70498,Hosting,560012,Cloud VPS Option 1,10.48,12/03/2015 00:00:00,
990697,57865,Hosting,561171,Cloud Server,3.87,12/03/2015 00:00:00,
990700,69336,Hosting,561450,Cloud VPS Option 1,3.49,12/03/2015 00:00:00,
990703,66710,Hosting,557083,Cloud Lite Plus,3.99,12/03/2015 00:00:00,
990711,72413,Hosting,561458,Cloud Lite Plus,3.99,12/03/2015 00:00:00,
990712,67499,Hosting,557268,Cloud Business Plus,7.99,12/03/2015 00:00:00,
990718,63331,Hosting,552782,Cloud Lite Plus,3.99,12/03/2015 00:00:00,
990719,73565,Hosting,562340,Cloud Lite Plus,3.99,12/03/2015 00:00:00,
990722,72981,Hosting,561866,Cloud Lite Plus,3.99,12/03/2015 00:00:00,
990724,62673,Hosting,27018,Pro Business,7.49,12/03/2015 00:00:00,
987119,58930,Hosting,559225,Cloud Server Payment,53.43,15/01/2015 00:00:00,
1013750,62180,Hosting,31113,Win Pro Hosting,0.55,25/10/2015 00:00:00,
1013755,58320,Hosting,54249,Cloud Lite Plus,39.95,25/10/2015 00:00:00,
1013756,73995,Hosting,562663,Cloud Lite Plus,3.99,25/10/2015 00:00:00,
1013757,65986,Hosting,555770,Pro Lite,34.95,25/10/2015 00:00:00,
1013758,68806,Hosting,558487,Cloud Lite Plus,0.42,25/10/2015 00:00:00,
1013758,68806,PromoHosting,558487,Promotional Code: ,-0.21,25/10/2015 00:00:00,
1013766,64460,Hosting,44682,Win Eco Hosting,0.4,25/10/2015 00:00:00,
1013767,58592,Hosting,44688,Pro Business,74.95,25/10/2015 00:00:00,
1013770,74500,Hosting,563176,Cloud Lite Plus,39.95,25/10/2015 00:00:00,
1013771,61435,Hosting,38137,Pro Lite,0.3,25/10/2015 00:00:00,
1013735,74359,Domain,70724,Domain Renewal,19.28,25/10/2015 00:00:00,
1013735,74359,PromoDomain,70724,Promotional Code: ,-1.38,25/10/2015 00:00:00,
1013773,62408,Domain,29155,Domain Renewal,24.95,25/10/2015 00:00:00,
1013775,65903,Domain,60353,Domain Renewal,24.95,25/10/2015 00:00:00,
1013776,58080,Domain,70246,Domain Renewal,1.79,25/10/2015 00:00:00,
1013780,67733,Domain,64869,Domain Renewal,1.79,25/10/2015 00:00:00,
1013781,59229,Domain,70711,Domain Renewal,1.79,25/10/2015 00:00:00,
1013747,62871,Domain,24892,Domain Renewal,12.95,25/10/2015 00:00:00,
1013750,62180,Domain,31113,Domain Renewal,12.95,25/10/2015 00:00:00,
1013783,68179,Domain,64850,Domain Renewal,24.95,25/10/2015 00:00:00,
1013786,59660,Domain,45513,Domain Renewal,24.95,25/10/2015 00:00:00,
1013787,61201,Domain,40325,Domain Renewal,24.95,25/10/2015 00:00:00,
1013787,61201,Domain,40284,Domain Renewal,24.95,25/10/2015 00:00:00,
1013787,61201,Domain,40320,Domain Renewal,24.95,25/10/2015 00:00:00,
1013788,73236,Domain,76230,Domain Renewal,12.95,25/10/2015 00:00:00,
1013789,70913,Domain,70225,Domain Renewal,12.47,25/10/2015 00:00:00,
1013790,64378,Domain,44691,Domain Renewal,12.95,25/10/2015 00:00:00,
1013791,59259,Domain,49828,Domain Renewal,12.95,25/10/2015 00:00:00,
1014997,59807,Hosting,555149,Cloud VPS Option 1 PCS,55.45,06/11/2015 00:00:00,
1014999,58329,Hosting,561313,Cloud VPS Option 2 PCS,5.49,06/11/2015 00:00:00,
1015002,65282,Hosting,555015,Pro Business,7.49,06/11/2015 00:00:00,
1015013,60658,Domain,44725,Domain Renewal,24.95,06/11/2015 00:00:00,
1015046,78805,DomainRegister,86287,Domain Registration,9.95,07/10/2015 00:00:00,
1015048,78805,Hosting,566068,Cloud Lite Plus,39.95,07/10/2015 00:00:00,
1015049,78806,DomainRegister,86288,Domain Registration,49.95,07/10/2015 00:00:00,
1011327,67476,Hosting,565757,Cloud VPS Option 1 PCS,45.45,02/09/2015 00:00:00,
1011358,58039,Hosting,50976,R100 Bulk Hosting,7.75,03/10/2015 00:00:00,
1011359,53925,Hosting,2419,Legacy GLX Home,5.63,03/10/2015 00:00:00,
1011361,60723,Hosting,44177,Cloud Lite Plus,39.95,03/10/2015 00:00:00,
1019372,75385,Hosting,566403,Cloud Lite Plus,4.59,17/12/2015 00:00:00,
1015740,75195,DomainRegister,86470,Domain Registration,19.95,13/10/2015 00:00:00,
1015742,78892,DomainRegister,86471,Domain Registration,19.95,13/10/2015 00:00:00,
1015745,74478,DomainRegister,86473,Domain Registration,19.95,13/10/2015 00:00:00,
1015749,78894,DomainRegister,86478,Domain Registration,7.95,13/10/2015 00:00:00,
1015750,71341,DomainRegister,86479,Domain Registration,19.95,13/10/2015 00:00:00,
1015751,75530,DomainRegister,86480,Domain Registration,1.49,13/10/2015 00:00:00,
1015755,78896,DomainRegister,86483,Domain Registration,9.95,13/10/2015 00:00:00,
1015761,60357,DomainRegister,86490,Domain Registration,1.49,13/10/2015 00:00:00,
1015762,78402,DomainRegister,86492,Domain Registration,7.95,13/10/2015 00:00:00,
1015762,78402,DomainRegister,86491,Domain Registration,19.95,13/10/2015 00:00:00,
1015766,60285,Hosting,566126,Cloud Lite Plus,45.95,13/10/2015 00:00:00,
1015766,60285,DomainTransfer,86495,Domain Transfer,14.95,13/10/2015 00:00:00,
1015768,78901,DomainRegister,86497,Domain Registration,19.95,13/10/2015 00:00:00,
1015782,76169,Hosting,565591,Cloud Lite Plus,3.99,13/11/2015 00:00:00,
1015779,65791,Hosting,555577,Reseller Lite,0.5,13/11/2015 00:00:00,
1015784,75424,Hosting,563757,Cloud Lite Plus,3.99,13/11/2015 00:00:00,
1017005,73854,Hosting,564419,Cloud Lite Plus,4.59,24/11/2015 00:00:00,
1017027,73995,Hosting,562663,Cloud Lite Plus,4.59,25/11/2015 00:00:00,
1017028,68806,Hosting,558487,Cloud Lite Plus,4.83,25/11/2015 00:00:00,
1017028,68806,PromoHosting,558487,Promotional Code: ,-0.24,25/11/2015 00:00:00,
1018216,58448,Hosting,558042,Cloud Lite Plus,3.99,06/12/2015 00:00:00,
1018220,73225,Hosting,562054,Cloud Lite Plus,4.59,06/12/2015 00:00:00,
1018214,74707,Hosting,564270,Cloud Business Plus,7.99,05/12/2015 00:00:00,
1018228,65279,Hosting,555012,Pro Lite,3.49,06/12/2015 00:00:00,
1018229,66499,Hosting,556287,Pro Business,7.49,06/12/2015 00:00:00,
1018230,75803,Hosting,563989,Cloud Lite Plus,4.59,06/12/2015 00:00:00,
1018235,61178,Hosting,28267,Cloud Lite Plus,4.59,06/12/2015 00:00:00,
1018242,59807,Hosting,555149,Cloud VPS Option 1 PCS,55.45,06/12/2015 00:00:00,
1018243,58329,Hosting,561313,Cloud VPS Option 2 PCS,5.49,06/12/2015 00:00:00,
1018246,65282,Hosting,555015,Pro Business,7.49,06/12/2015 00:00:00,
1019435,79318,Hosting,566410,Cloud Lite Plus,4.59,18/11/2015 00:00:00,
1019439,79328,Hosting,566412,Cloud Lite Plus,4.59,18/11/2015 00:00:00,
1019443,73037,Hosting,566414,Cloud VPS Option 2 PCS,115.35,18/11/2015 00:00:00,
1019476,62532,Hosting,563328,Cloud Lite Plus,4.59,11/12/2015 00:00:00,
1019490,69336,Hosting,558953,Cloud VPS Option 2 PCS,72.45,19/12/2015 00:00:00,
1015788,71771,Hosting,560967,Cloud Business Plus,7.99,13/11/2015 00:00:00,
1015775,69572,Hosting,564782,Cloud Lite Plus,3.99,05/11/2015 00:00:00,
1015794,75904,Hosting,564063,Cloud VPS Option 1 PCS,31.45,13/11/2015 00:00:00,
1015778,73565,Hosting,562340,Cloud Lite Plus,3.99,12/11/2015 00:00:00,
1015803,64553,Hosting,554265,Pro Business,7.49,13/11/2015 00:00:00,
1015806,75557,Hosting,564059,Cloud VPS Option 4 PCS,16.99,13/11/2015 00:00:00,
1015807,77044,Hosting,564847,Cloud VPS Option 2 PCS,9.54,13/11/2015 00:00:00,
1015813,73312,Hosting,564864,Cloud Lite Plus,3.99,13/11/2015 00:00:00,
1015864,78906,DomainRegister,86502,Domain Registration,19.95,14/10/2015 00:00:00,
1015867,70810,DomainRegister,86504,Domain Registration,19.95,14/10/2015 00:00:00,
1015868,78889,DomainRegister,86505,Domain Registration,19.95,14/10/2015 00:00:00,
1015869,78907,Hosting,566131,Cloud Lite Plus,45.95,14/10/2015 00:00:00,
1015869,78907,Domain,76538,Domain Renewal,24.95,14/10/2015 00:00:00,
1017053,62747,Domain,26191,Domain Renewal,24.95,25/11/2015 00:00:00,
1017082,79037,DomainRegister,86769,Domain Registration,9.95,26/10/2015 00:00:00,
1017087,79041,DomainRegister,86772,Domain Registration,19.95,26/10/2015 00:00:00,
1017089,79043,DomainRegister,86775,Domain Registration,19.95,26/10/2015 00:00:00,
1017090,79044,DomainRegister,86777,Domain Registration,1.49,26/10/2015 00:00:00,
1017091,79045,DomainRegister,86778,Domain Registration,9.95,26/10/2015 00:00:00,
1017093,79046,DomainRegister,86779,Domain Registration,19.95,26/10/2015 00:00:00,
1017095,79048,Hosting,566214,Cloud Lite Plus,45.95,27/10/2015 00:00:00,
1017097,69399,DomainRegister,86781,Domain Registration,9.95,27/10/2015 00:00:00,
1017099,79050,DomainRegister,86783,Domain Registration,19.95,27/10/2015 00:00:00,
1017099,79050,DomainRegister,86785,Domain Registration,7.95,27/10/2015 00:00:00,
1017099,79050,DomainRegister,86784,Domain Registration,19.95,27/10/2015 00:00:00,
1017101,78584,Hosting,565918,Cloud Business Plus,7.99,18/11/2015 00:00:00,
1017108,69385,Hosting,559002,Cloud Business Plus,7.99,26/11/2015 00:00:00,
1018280,79190,DomainTransfer,87108,Domain Transfer,14.95,06/11/2015 00:00:00,
1018311,78433,Hosting,565793,Cloud Lite Plus,4.59,07/12/2015 00:00:00,
1018312,69646,Hosting,559238,Cloud VPS Custom PCS,3.69,07/12/2015 00:00:00,
1018313,70075,Hosting,559655,Cloud VPS Option 4 PCS,22.54,07/12/2015 00:00:00,
1018314,59492,Hosting,560968,Cloud VPS Option 3 PCS,26.29,07/12/2015 00:00:00,
1018315,65024,Hosting,554683,Cloud Lite Plus,4.59,07/12/2015 00:00:00,
1019492,61696,Hosting,560857,Cloud VPS Option 2 PCS,65.45,19/12/2015 00:00:00,
1019474,62532,Hosting,562703,Cloud Lite Plus,3.99,02/12/2015 00:00:00,
1019480,79328,Hosting,566412,Cloud Lite Plus,4.59,18/12/2015 00:00:00,
1019475,66014,Hosting,562666,Cloud Lite Plus,4.59,10/12/2015 00:00:00,
1019477,69233,Hosting,559387,Cloud Business Plus,7.99,14/12/2015 00:00:00,
1019498,58459,Hosting,53912,Pro Lite,3.49,19/12/2015 00:00:00,
1019479,77374,Hosting,565136,Windows Business,8.99,17/12/2015 00:00:00,
1019510,59310,Hosting,31032,Cloud Lite Plus,4.59,19/12/2015 00:00:00,
1019511,62345,Hosting,29667,Pro Business,7.49,19/12/2015 00:00:00,
1019481,79318,Hosting,566410,Cloud Lite Plus,4.59,18/12/2015 00:00:00,
1019482,73037,Hosting,566414,Cloud VPS Option 2 PCS,115.35,18/12/2015 00:00:00,
1015870,78907,Hosting,566132,Managed SSL Certificate Package,0.9,14/10/2015 00:00:00,
1015871,78908,Hosting,566133,Cloud Lite Plus,45.95,14/10/2015 00:00:00,
1015871,78908,DomainRegister,86506,Domain Registration,19.95,14/10/2015 00:00:00,
1015876,78910,DomainRegister,86512,Domain Registration,9.95,14/10/2015 00:00:00,
1015876,78910,DomainRegister,86511,Domain Registration,19.95,14/10/2015 00:00:00,
1015877,78911,DomainRegister,86513,Domain Registration,19.95,14/10/2015 00:00:00,
1015879,78626,DomainRegister,86515,Domain Registration,19.95,14/10/2015 00:00:00,
1015880,78912,Hosting,566136,Cloud Lite Plus,45.95,14/10/2015 00:00:00,
1015881,75007,DomainRegister,86517,Domain Registration,19.95,14/10/2015 00:00:00,
1015882,78913,Hosting,566137,Cloud Lite Plus,45.95,14/10/2015 00:00:00,
1015883,78914,DomainRegister,86519,Domain Registration,49.95,14/10/2015 00:00:00,
1015885,78383,Hosting,566139,Cloud Lite Plus,45.95,14/10/2015 00:00:00,
1015889,74857,DomainRegister,86525,Domain Registration,19.95,14/10/2015 00:00:00,
1015891,78916,DomainRegister,86527,Domain Registration,0,14/10/2015 00:00:00,
1015901,78921,DomainRegister,86537,Domain Registration,19.95,14/10/2015 00:00:00,
1015904,60714,DomainRegister,86541,Domain Registration,9.95,15/10/2015 00:00:00,
1015904,60714,DomainRegister,86540,Domain Registration,7.95,15/10/2015 00:00:00,
1015912,71785,Hosting,560977,Level 1 Dedicated Server (14/11/2015,2.29,14/11/2015 00:00:00,
1015913,66738,Hosting,556490,Pro Lite,3.49,14/11/2015 00:00:00,
1015919,69233,Hosting,559387,Cloud Business Plus,7.99,14/11/2015 00:00:00,
1015923,77427,Hosting,565108,Cloud Business Plus,7.99,14/11/2015 00:00:00,
1015935,65933,Hosting,555731,Cloud Lite Plus,3.99,14/11/2015 00:00:00,
1015936,74541,Hosting,563081,Cloud Lite Plus,3.99,14/11/2015 00:00:00,
1015941,70903,Hosting,563572,Cloud Business Plus,7.99,14/11/2015 00:00:00,
1017113,63824,Hosting,553393,Economy Hosting,2.95,26/11/2015 00:00:00,
1017100,77374,Hosting,565136,Windows Business,8.99,17/11/2015 00:00:00,
975113,64472,Hosting,554194,Pro Lite,3.49,24/09/2014 00:00:00,
975115,65353,Hosting,555088,Level 1 Dedicated Server,2.24,24/09/2014 00:00:00,
975118,61572,Hosting,553642,Cloud Ultima,14.95,24/09/2014 00:00:00,
976312,57865,Hosting,561348,Level 1 Dedicated Server,2.58,07/10/2014 00:00:00,
976319,63940,Hosting,558998,Cloud Server Payment,125.55,11/09/2014 00:00:00,
976321,69646,Hosting,559238,Cloud Server Payment,32.15,11/09/2014 00:00:00,
976323,70075,Hosting,559655,Cloud Server Payment,166.87,11/09/2014 00:00:00,
976325,59492,Hosting,560968,Cloud Server Payment,133.34,11/09/2014 00:00:00,
976326,65024,Hosting,554683,Cloud Lite Plus,3.99,07/10/2014 00:00:00,
976303,69941,Hosting,559546,Cloud Lite Plus,3.99,02/10/2014 00:00:00,
976331,62792,Hosting,556014,Pro Business,7.49,07/10/2014 00:00:00,
976312,57865,Hosting,561334,Level 1 Dedicated Server,2.8,07/10/2014 00:00:00,
976312,57865,Hosting,561333,Level 1 Dedicated Server,3.95,07/10/2014 00:00:00,
976337,58211,Hosting,54099,Cloud Lite Plus,39.95,07/10/2014 00:00:00,
976338,58379,Hosting,54109,Win Eco Hosting,3.95,07/10/2014 00:00:00,
976340,58124,Hosting,555604,Level 1 Dedicated Server,2.14,07/10/2014 00:00:00,
976345,68658,Hosting,558377,Cloud Business Plus,7.99,07/10/2014 00:00:00,
976346,71018,Hosting,560414,Cloud Business Plus,79.95,07/10/2014 00:00:00,
976348,64258,Hosting,553947,Pro Business,74.95,07/10/2014 00:00:00,
976355,59901,Domain,70390,Domain Renewal,24.95,07/10/2014 00:00:00,
976358,58068,Domain,63156,Domain Renewal,23.71,07/10/2014 00:00:00,
976359,61988,Domain,60355,Domain Renewal,23.82,07/10/2014 00:00:00,
976360,71011,Domain,70391,Domain Renewal,24.95,07/10/2014 00:00:00,
976338,58379,Domain,54109,Domain Renewal,12.95,07/10/2014 00:00:00,
976363,71013,Domain,70395,Domain Renewal,24.95,07/10/2014 00:00:00,
976363,71013,Domain,70398,Domain Renewal,12.95,07/10/2014 00:00:00,
976363,71013,Domain,70397,Domain Renewal,24.95,07/10/2014 00:00:00,
976385,63459,Hosting,552912,Economy Hosting,2.95,08/10/2014 00:00:00,
976386,68053,Hosting,557825,Cloud Lite Plus,39.95,08/10/2014 00:00:00,
976387,71031,Hosting,560424,Cloud Lite Plus,3.99,08/10/2014 00:00:00,
976372,57978,Hosting,557894,Cloud Server Payment,0,12/09/2014 00:00:00,
977512,62349,Domain,59631,Domain Renewal,24.95,20/10/2014 00:00:00,
977513,58262,Domain,31854,Domain Renewal,12.95,20/10/2014 00:00:00,
977484,61032,Domain,41672,Domain Renewal,24.95,20/10/2014 00:00:00,
